nOrdenItem,cEntidad,cDepartamento,cProvincia,cDistrito,cCodOficina,nDepositosAhorroMN,nDepositosAhorroME,nDepositosAhorroTotal,nDepositosPlazoMN,nDepositosPlazoME,nDepositosPlazoTotal,nTotalDepósitos,nCreditosDirectosMN,nCreditosDirectosME,nCreditosDirectosTotal,dFecha
0,CMAC AREQUIPA,Amazonas,Chachapoyas,Chachapoyas,183,820.48523,1.56629,822.05152,688.01503,0.0,688.01503,1510.06655,16191.50734,0.0,16191.50734,2024-03-31
1,CMAC AREQUIPA,Ancash,Huaraz,Huaraz,156,1415.68927,147.44198,1563.13125,4642.0529400000005,0.0,4642.0529400000005,6205.184190000001,45455.99299,0.0,45455.99299,2024-03-31
2,CMAC AREQUIPA,Ancash,Santa,Chimbote,146,2134.14946,33.44505,2167.59451,10250.38101,396.48725,10646.86826,12814.46277,23100.824760000003,0.0,23100.824760000003,2024-03-31
3,CMAC AREQUIPA,Apurimac,Abancay,Abancay,13,11407.46144,787.63417,12195.09561,16269.992279999999,802.8463,17072.83858,29267.93419,98512.80923,58.73607,98571.5453,2024-03-31
4,CMAC AREQUIPA,Apurimac,Andahuaylas,Andahuaylas,29,7425.4620700000005,309.49994,7734.96201,3593.8136,189.18965,3783.00325,11517.965259999999,129981.48177,0.0,129981.48177,2024-03-31
5,CMAC AREQUIPA,Apurimac,Chincheros,Chincheros,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249.13979,0.0,1249.13979,2024-03-31
6,CMAC AREQUIPA,Apurimac,Grau,Chuquibambilla,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.73183,0.0,304.73183,2024-03-31
7,CMAC AREQUIPA,Arequipa,Arequipa,Arequipa,1,161603.31816,40904.70353,202508.02169,300384.76058999996,23120.992,323505.75259,526013.77428,62847.83629,480.36897999999997,63328.205270000006,2024-03-31
8,CMAC AREQUIPA,Arequipa,Arequipa,Arequipa,3,52113.345649999996,14846.903869999998,66960.24952,109263.02166,8087.933190000001,117350.95485,184311.20437,94118.92526999999,689.66665,94808.59192,2024-03-31
9,CMAC AREQUIPA,Arequipa,Arequipa,Arequipa,5,39377.88851,7984.35539,47362.2439,74432.60837999999,4831.47692,79264.08529999999,126626.32920000001,112454.70765000001,3987.54529,116442.25293999999,2024-03-31
10,CMAC AREQUIPA,Arequipa,Arequipa,Arequipa,9,109882.52849,25189.57823,135072.10672,359881.6722,29240.71093,389122.38313,524194.48985,256440.13538999998,1064.27474,257504.41013,2024-03-31
11,CMAC AREQUIPA,Arequipa,Arequipa,Arequipa,85,33870.93335,10786.80183,44657.73518,67779.52723,4386.80219,72166.32942,116824.0646,95161.29685,1867.54511,97028.84195999999,2024-03-31
12,CMAC AREQUIPA,Arequipa,Arequipa,Cayma,4,63401.693119999996,18653.52408,82055.2172,187403.43534,13677.99691,201081.43225,283136.64944999997,114401.70743000001,528.85352,114930.56095,2024-03-31
13,CMAC AREQUIPA,Arequipa,Arequipa,Cayma,162,6492.725179999999,542.66075,7035.3859299999995,22964.84493,868.22531,23833.070239999997,30868.45617,21778.41932,0.0,21778.41932,2024-03-31
14,CMAC AREQUIPA,Arequipa,Arequipa,Cerro Colorado,25,17475.061739999997,1590.73515,19065.79689,28797.057129999997,563.06944,29360.12657,48425.92346,54790.11742,248.84095000000002,55038.95837,2024-03-31
15,CMAC AREQUIPA,Arequipa,Arequipa,Cerro Colorado,31,12912.346019999999,1268.3319,14180.67792,20300.337489999998,102.88296000000001,20403.22045,34583.898369999995,73090.84296,181.44673,73272.28968999999,2024-03-31
16,CMAC AREQUIPA,Arequipa,Arequipa,Cerro Colorado,184,14171.95495,5255.61788,19427.572829999997,61387.21355,3907.45705,65294.670600000005,84722.24343,41180.58351,99.59213000000001,41280.17564,2024-03-31
17,CMAC AREQUIPA,Arequipa,Arequipa,Jose Luis Bustamante y Rivero,2,52822.03925,18187.64964,71009.68889,1157948.89306,22792.569480000002,1180741.46254,1251751.15143,120001.41128,7296.29384,127297.70512,2024-03-31
18,CMAC AREQUIPA,Arequipa,Arequipa,Jose Luis Bustamante y Rivero,56,7513.12628,1129.5791399999998,8642.70542,13675.498599999999,318.05478999999997,13993.553390000001,22636.25881,60183.27107,466.45909,60649.73016,2024-03-31
19,CMAC AREQUIPA,Arequipa,Arequipa,Jose Luis Bustamante y Rivero,185,3305.71528,145.48848,3451.20376,6893.2985,233.78862,7127.08712,10578.29088,46207.46335,745.3279399999999,46952.79129,2024-03-31
20,CMAC AREQUIPA,Arequipa,Arequipa,La Joya,44,13141.91283,1813.45914,14955.37197,9965.14878,749.56783,10714.71661,25670.08858,70040.76801999999,0.0,70040.76801999999,2024-03-31
21,CMAC AREQUIPA,Arequipa,Arequipa,Miraflores,23,15800.24263,2989.9535699999997,18790.1962,51852.72271,2733.15727,54585.87998,73376.07618,88148.35104000001,666.2979399999999,88814.64898,2024-03-31
22,CMAC AREQUIPA,Arequipa,Arequipa,Miraflores,188,2274.53655,719.4770100000001,2994.01356,14745.95275,1119.30613,15865.258880000001,18859.27244,17016.333329999998,0.0,17016.333329999998,2024-03-31
23,CMAC AREQUIPA,Arequipa,Arequipa,Paucarpata,38,11004.964880000001,1355.72595,12360.69083,26975.684390000002,391.2617,27366.94609,39727.636920000004,49293.80369,299.27866,49593.082350000004,2024-03-31
24,CMAC AREQUIPA,Arequipa,Arequipa,Paucarpata,81,33123.88055,12500.22166,45624.10221,205061.24491,16804.52897,221865.77388,267489.87609,30953.330289999998,41.14614,30994.47643,2024-03-31
25,CMAC AREQUIPA,Arequipa,Arequipa,Paucarpata,74,16164.51715,2597.85649,18762.37364,28137.70548,632.72104,28770.42652,47532.80016,41047.30439,767.77027,41815.07466,2024-03-31
26,CMAC AREQUIPA,Arequipa,Arequipa,Paucarpata,173,2887.05611,264.06069,3151.1168,7318.550929999999,12.28799,7330.83892,10481.95572,21659.115120000002,0.0,21659.115120000002,2024-03-31
27,CMAC AREQUIPA,Arequipa,Arequipa,Alto Selva Alegre,100,8174.33896,1254.74198,9429.08094,32819.03505,867.05211,33686.087159999995,43115.1681,29546.565,0.0,29546.565,2024-03-31
28,CMAC AREQUIPA,Arequipa,Arequipa,Jacobo Hunter,160,10376.185539999999,1491.55874,11867.744279999999,53633.61825,2140.9836,55774.60185,67642.34612999999,26127.81632,0.0,26127.81632,2024-03-31
29,CMAC AREQUIPA,Arequipa,Arequipa,Yanahuara,175,65409.28777,12596.57352,78005.86129,311081.72238,33374.01976,344455.74214,422461.60343,18853.09519,94.28075,18947.37594,2024-03-31
30,CMAC AREQUIPA,Arequipa,Arequipa,Socabaya,93,14039.8902,6933.93433,20973.82453,64610.41824,3550.8949,68161.31314,89135.13767,49484.45183,47.64376,49532.095590000004,2024-03-31
31,CMAC AREQUIPA,Arequipa,Arequipa,Yura,203,5947.82509,469.86857000000003,6417.69366,9355.63771,110.26517,9465.902880000001,15883.596539999999,44055.38179,0.0,44055.38179,2024-03-31
32,CMAC AREQUIPA,Arequipa,Arequipa,Yura,165,2557.77489,223.29431,2781.0692000000004,5479.54611,0.0,5479.54611,8260.61531,12029.965880000002,0.0,12029.965880000002,2024-03-31
33,CMAC AREQUIPA,Arequipa,Camana,Camana,19,16917.91732,4498.967769999999,21416.88509,17738.54795,459.84307,18198.39102,39615.27611,80592.41665,0.0,80592.41665,2024-03-31
34,CMAC AREQUIPA,Arequipa,Caraveli,Chala,79,13493.66002,4881.98762,18375.64764,4679.35598,3.76236,4683.11834,23058.76598,67846.90524,62.69173,67909.59697,2024-03-31
35,CMAC AREQUIPA,Arequipa,Caraveli,Acari,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.21176,0.0,309.21176,2024-03-31
36,CMAC AREQUIPA,Arequipa,Caraveli,Atico,209,3243.61784,405.72446,3649.3423,2611.9641,0.0,2611.9641,6261.3064,21142.0304,0.0,21142.0304,2024-03-31
37,CMAC AREQUIPA,Arequipa,Castilla,Uraca,24,12663.169960000001,1135.8374,13799.00736,4318.6903,35.76088,4354.45118,18153.45854,80136.53981999999,0.0,80136.53981999999,2024-03-31
38,CMAC AREQUIPA,Arequipa,Caylloma,Chivay,78,4496.73585,191.32938000000001,4688.06523,3373.6685899999998,5.79458,3379.46317,8067.5284,51097.68073,0.0,51097.68073,2024-03-31
39,CMAC AREQUIPA,Arequipa,Caylloma,Majes,10,38997.86537,9531.665640000001,48529.53101,26350.665129999998,1015.85046,27366.51559,75896.04659999999,112376.1871,1059.8278300000002,113436.01493,2024-03-31
40,CMAC AREQUIPA,Arequipa,Caylloma,Majes,107,6007.15275,508.47896000000003,6515.63171,3162.02665,57.331559999999996,3219.35821,9734.98992,84399.06149,102.09872999999999,84501.16022,2024-03-31
41,CMAC AREQUIPA,Arequipa,Caylloma,Majes,230,1695.06448,110.92352000000001,1805.988,332.88201000000004,0.0,332.88201000000004,2138.8700099999996,91623.83728,0.0,91623.83728,2024-03-31
42,CMAC AREQUIPA,Arequipa,Islay,Cocachacra,87,11188.490699999998,595.31524,11783.80594,8460.96909,566.3882600000001,9027.35735,20811.16329,69844.27462000001,0.0,69844.27462000001,2024-03-31
43,CMAC AREQUIPA,Arequipa,Islay,Mollendo,20,17286.31327,3046.7057999999997,20333.019070000002,27190.750809999998,2677.6850099999997,29868.43582,50201.45489,54544.30564,85.7289,54630.03454,2024-03-31
44,CMAC AREQUIPA,Arequipa,La Union,Cotahuasi,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.09405000000001,0.0,113.09405000000001,2024-03-31
45,CMAC AREQUIPA,Arequipa,La Union,Cotahuasi,208,2454.62871,135.71086,2590.3395699999996,2284.65268,22.11202,2306.7647,4897.10427,16697.35352,0.0,16697.35352,2024-03-31
46,CMAC AREQUIPA,Ayacucho,Huamanga,Ayacucho,28,5096.63278,753.83352,5850.4663,5884.4870599999995,532.9751600000001,6417.462219999999,12267.92852,67088.48256,3.3461999999999996,67091.82876,2024-03-31
47,CMAC AREQUIPA,Ayacucho,Huamanga,San Juan Bautista,195,452.78532,1.1806500000000002,453.96596999999997,1108.85056,0.0,1108.85056,1562.81653,21940.97057,0.0,21940.97057,2024-03-31
48,CMAC AREQUIPA,Cajamarca,Cajamarca,Cajamarca,178,1459.04683,7.05591,1466.10274,3923.4379,112.54386,4035.9817599999997,5502.0845,43831.00839,0.0,43831.00839,2024-03-31
49,CMAC AREQUIPA,Cajamarca,Chota,Chota,218,739.4685,0.05941,739.52791,571.90114,0.0,571.90114,1311.42905,14821.08171,0.0,14821.08171,2024-03-31
50,CMAC AREQUIPA,Cajamarca,Hualgayoc,Bambamarca,221,229.77711,0.60875,230.38585999999998,209.88233,0.0,209.88233,440.26819,12802.18059,0.0,12802.18059,2024-03-31
51,CMAC AREQUIPA,Cajamarca,Jaen,Jaen,212,2104.51024,0.046579999999999996,2104.55682,848.48325,0.0,848.48325,2953.04007,21856.15723,0.0,21856.15723,2024-03-31
52,CMAC AREQUIPA,Callao,Prov. Const. del Callao,Ventanilla,199,1592.76377,4.79968,1597.5634499999999,3361.91791,185.4247,3547.3426099999997,5144.906059999999,31142.83379,0.0,31142.83379,2024-03-31
53,CMAC AREQUIPA,Callao,Prov. Const. del Callao,Ventanilla,219,600.54626,0.36856,600.91482,476.10945000000004,0.0,476.10945000000004,1077.0242700000001,13386.86289,0.0,13386.86289,2024-03-31
54,CMAC AREQUIPA,Cusco,Anta,Anta,126,1891.76175,35.01734,1926.77909,1395.27388,0.0,1395.27388,3322.05297,27651.871219999997,0.0,27651.871219999997,2024-03-31
55,CMAC AREQUIPA,Cusco,Calca,Yanatile,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3862.38945,0.0,3862.38945,2024-03-31
56,CMAC AREQUIPA,Cusco,Canchis,Sicuani,14,6842.650820000001,367.24509,7209.89591,9615.443369999999,54.90459,9670.347960000001,16880.243870000002,95622.2749,0.0,95622.2749,2024-03-31
57,CMAC AREQUIPA,Cusco,Cusco,Cusco,121,3145.7812400000003,294.45783,3440.2390699999996,4253.24178,84.65496,4337.89674,7778.13581,45005.268509999994,0.0,45005.268509999994,2024-03-31
58,CMAC AREQUIPA,Cusco,Cusco,Cusco,186,3021.97088,334.75946999999996,3356.7303500000003,6677.56176,815.34372,7492.90548,10849.63583,66243.30859,0.0,66243.30859,2024-03-31
59,CMAC AREQUIPA,Cusco,Cusco,Cusco,202,716.452,11.12707,727.57907,1347.43929,50.3183,1397.7575900000002,2125.33666,18453.45149,0.0,18453.45149,2024-03-31
60,CMAC AREQUIPA,Cusco,Cusco,San Jeronimo,83,2541.22168,149.97878,2691.20046,2572.4175699999996,162.07178,2734.4893500000003,5425.68981,35469.23473,0.0,35469.23473,2024-03-31
61,CMAC AREQUIPA,Cusco,Cusco,San Sebastian,80,3856.8017,297.01117,4153.81287,8682.374539999999,473.32905999999997,9155.703599999999,13309.51647,71382.11073999999,365.57752,71747.68826000001,2024-03-31
62,CMAC AREQUIPA,Cusco,Cusco,San Sebastian,168,1885.2904099999998,706.54975,2591.84016,2692.75909,10.41003,2703.16912,5295.00928,32344.42004,0.0,32344.42004,2024-03-31
63,CMAC AREQUIPA,Cusco,Cusco,Santiago,71,4268.54755,538.021,4806.56855,3555.78008,154.7719,3710.55198,8517.12053,85796.20874,3.49633,85799.70507,2024-03-31
64,CMAC AREQUIPA,Cusco,Cusco,Wanchaq,54,24206.59483,2493.4366,26700.03143,56329.50833,1817.70292,58147.21125,84847.24268000001,71112.02822,500.09037,71612.11859,2024-03-31
65,CMAC AREQUIPA,Cusco,Espinar,Espinar,132,5079.48385,289.11242,5368.59627,4510.68038,19.332669999999997,4530.01305,9898.60932,55041.67297,0.0,55041.67297,2024-03-31
66,CMAC AREQUIPA,Cusco,La Convencion,Santa Ana,34,7796.45687,386.88615999999996,8183.34303,7090.41078,36.13111,7126.5418899999995,15309.88492,54550.65427000001,0.0,54550.65427000001,2024-03-31
67,CMAC AREQUIPA,Cusco,Urubamba,Urubamba,32,2314.55035,712.84334,3027.39369,7448.44413,493.55396,7941.99809,10969.39178,57308.32816,76.86744999999999,57385.19561,2024-03-31
68,CMAC AREQUIPA,Cusco,Chumbivilcas,Santo Tomas,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2907.8637000000003,0.0,2907.8637000000003,2024-03-31
69,CMAC AREQUIPA,Huancavelica,Huancavelica,Huancavelica,116,1194.4943600000001,66.7157,1261.21006,1422.83071,0.0,1422.83071,2684.04077,31533.99726,0.0,31533.99726,2024-03-31
70,CMAC AREQUIPA,Huancavelica,Tayacaja,Pampas,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957.35968,0.0,2957.35968,2024-03-31
71,CMAC AREQUIPA,Huanuco,Huanuco,Huanuco,40,6831.57122,490.40709999999996,7321.97832,9567.96199,512.3606599999999,10080.32265,17402.30097,47396.46393,0.0,47396.46393,2024-03-31
72,CMAC AREQUIPA,Huanuco,Huanuco,Huanuco,157,3181.69074,6.09881,3187.78955,3564.79979,2.9744,3567.77419,6755.5637400000005,52766.96223,0.0,52766.96223,2024-03-31
73,CMAC AREQUIPA,Huanuco,Leoncio Prado,Rupa-Rupa,41,3024.8014900000003,62.24138,3087.04287,2697.05059,60.92761,2757.9782,5845.021070000001,52872.44646,0.0,52872.44646,2024-03-31
74,CMAC AREQUIPA,Ica,Chincha,Chincha Alta,70,7591.0860999999995,345.17614000000003,7936.26224,24372.43126,894.23537,25266.66663,33202.92887,78320.03598999999,6.03078,78326.06676999999,2024-03-31
75,CMAC AREQUIPA,Ica,Ica,Ica,69,11512.75226,1881.5730600000002,13394.32532,32980.82649,1237.26226,34218.08875,47612.41407,69946.1587,35.771660000000004,69981.93036,2024-03-31
76,CMAC AREQUIPA,Ica,Ica,Ica,137,5799.33335,251.48356,6050.8169100000005,14824.84903,556.89818,15381.747210000001,21432.564120000003,61732.99707,74.37019000000001,61807.36726,2024-03-31
77,CMAC AREQUIPA,Ica,Ica,Ica,138,5740.341240000001,366.59137,6106.932610000001,9544.64481,306.52522,9851.17003,15958.102640000001,42326.03603,0.0,42326.03603,2024-03-31
78,CMAC AREQUIPA,Ica,Ica,Parcona,118,2972.07846,158.68066000000002,3130.75912,2785.3639900000003,48.917730000000006,2834.2817200000004,5965.04084,58777.0354,175.87527,58952.910670000005,2024-03-31
79,CMAC AREQUIPA,Ica,Ica,Santiago,139,839.87417,75.24525,915.11942,1463.06228,0.0,1463.06228,2378.1817,19671.22591,25.69766,19696.92357,2024-03-31
80,CMAC AREQUIPA,Ica,Ica,Salas,201,602.7500699999999,7.94379,610.69386,486.09761,0.0,486.09761,1096.79147,14812.51366,0.0,14812.51366,2024-03-31
81,CMAC AREQUIPA,Ica,Nazca,Nazca,15,14032.27286,3333.06214,17365.335,24088.945399999997,2021.5085100000001,26110.45391,43475.788909999996,113885.12419,20.00492,113905.12911,2024-03-31
82,CMAC AREQUIPA,Ica,Palpa,Palpa,140,3911.14239,584.86857,4496.01096,2927.57902,41.35153,2968.93055,7464.94151,24356.434739999997,0.0,24356.434739999997,2024-03-31
83,CMAC AREQUIPA,Ica,Pisco,Pisco,141,10137.24266,546.58342,10683.82608,39497.212009999996,729.2368100000001,40226.44882,50910.2749,52294.44046,0.0,52294.44046,2024-03-31
84,CMAC AREQUIPA,Junin,Chanchamayo,Chanchamayo,109,1291.73402,0.82837,1292.5623899999998,1773.26745,81.79507000000001,1855.06252,3147.62491,31075.8161,0.0,31075.8161,2024-03-31
85,CMAC AREQUIPA,Junin,Chanchamayo,Pichanaqui,122,864.52431,2.85498,867.3792900000001,466.45509000000004,6.35789,472.81298,1340.19227,23387.609350000002,0.0,23387.609350000002,2024-03-31
86,CMAC AREQUIPA,Junin,Chupaca,Chupaca,135,952.66916,13.01817,965.68733,488.04197,9.74079,497.78276,1463.47009,31443.155850000003,0.0,31443.155850000003,2024-03-31
87,CMAC AREQUIPA,Junin,Huancayo,Chilca,75,1987.15853,173.81151,2160.97004,3869.52435,538.96604,4408.49039,6569.46043,47676.66755,0.0,47676.66755,2024-03-31
88,CMAC AREQUIPA,Junin,Huancayo,El Tambo,72,4854.2664,100.80478,4955.07118,8453.71543,195.32575,8649.04118,13604.11236,48535.30728,70.13297,48605.44025,2024-03-31
89,CMAC AREQUIPA,Junin,Huancayo,El Tambo,174,723.5785500000001,95.70792999999999,819.28648,2303.4835,0.0,2303.4835,3122.76998,22466.07939,0.0,22466.07939,2024-03-31
90,CMAC AREQUIPA,Junin,Huancayo,Huancayo,73,4546.75241,472.19959,5018.952,16021.78548,367.03292999999996,16388.81841,21407.77041,66897.82739,0.0,66897.82739,2024-03-31
91,CMAC AREQUIPA,Junin,Jauja,Jauja,108,1924.6334299999999,24.59144,1949.22487,4434.75344,43.062059999999995,4477.8155,6427.04037,31333.78981,0.0,31333.78981,2024-03-31
92,CMAC AREQUIPA,Junin,Tarma,Tarma,110,2044.72041,217.85773999999998,2262.57815,3378.18842,75.23674000000001,3453.4251600000002,5716.003309999999,35631.84222,0.0,35631.84222,2024-03-31
93,CMAC AREQUIPA,Junin,Yauli,La Oroya,53,1700.49578,33.437650000000005,1733.93343,5224.56649,313.33653999999996,5537.90303,7271.8364599999995,17497.13425,0.0,17497.13425,2024-03-31
94,CMAC AREQUIPA,La Libertad,Sanchez Carrion,Huamachuco,237,17.15891,0.0,17.15891,28.75055,0.0,28.75055,45.909459999999996,2333.1499,0.0,2333.1499,2024-03-31
95,CMAC AREQUIPA,La Libertad,Trujillo,El Porvenir,205,960.65652,13.53497,974.19149,1339.4663400000002,0.0,1339.4663400000002,2313.65783,27859.62355,0.0,27859.62355,2024-03-31
96,CMAC AREQUIPA,La Libertad,Trujillo,Trujillo,149,2151.65169,149.59698,2301.24867,3484.73911,82.38456,3567.12367,5868.37234,33451.44612,0.0,33451.44612,2024-03-31
97,CMAC AREQUIPA,La Libertad,Trujillo,Trujillo,164,1533.62014,2.3064,1535.92654,4874.6127400000005,58.13093,4932.74367,6468.67021,31229.865850000002,0.0,31229.865850000002,2024-03-31
98,CMAC AREQUIPA,La Libertad,Trujillo,Trujillo,200,2737.14108,244.16162,2981.3027,8771.907140000001,545.02121,9316.92835,12298.23105,32729.19141,0.0,32729.19141,2024-03-31
99,CMAC AREQUIPA,La Libertad,Viru,Viru,236,310.29719,0.0,310.29719,104.8539,0.0,104.8539,415.15109,1773.56081,0.0,1773.56081,2024-03-31
100,CMAC AREQUIPA,La Libertad,Pacasmayo,Guadalupe,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411.34086,0.0,3411.34086,2024-03-31
101,CMAC AREQUIPA,Lambayeque,Chiclayo,Chiclayo,148,5298.883599999999,571.52624,5870.40984,17023.58561,478.41985,17502.00546,23372.4153,53132.28744,0.0,53132.28744,2024-03-31
102,CMAC AREQUIPA,Lambayeque,Chiclayo,Chiclayo,206,732.87734,3.35426,736.2316,1176.67266,0.81952,1177.49218,1913.72378,35180.727020000006,0.0,35180.727020000006,2024-03-31
103,CMAC AREQUIPA,Lambayeque,Chiclayo,Jose Leonardo Ortiz,171,1345.09752,0.41387999999999997,1345.5113999999999,488.49511,0.0,488.49511,1834.00651,38502.01784,0.0,38502.01784,2024-03-31
104,CMAC AREQUIPA,Lima,Cañete,Imperial,30,5871.33379,547.30393,6418.63772,4405.58054,80.28768,4485.868219999999,10904.50594,64126.00501,0.0,64126.00501,2024-03-31
105,CMAC AREQUIPA,Lima,Cañete,Mala,215,479.65204,16.99182,496.64385999999996,720.91453,38.74156,759.65609,1256.2999499999999,19298.927359999998,0.0,19298.927359999998,2024-03-31
106,CMAC AREQUIPA,Lima,Huaral,Chancay,235,63.94379,0.0,63.94379,61.30672,0.0,61.30672,125.25050999999999,1548.81457,0.0,1548.81457,2024-03-31
107,CMAC AREQUIPA,Lima,Huaura,Huacho,234,322.37207,0.005059999999999999,322.37713,143.4401,118.976,262.4161,584.79323,2243.17697,0.0,2243.17697,2024-03-31
108,CMAC AREQUIPA,Lima,Lima,Ate,82,2832.43158,158.99081,2991.42239,5728.27217,207.7773,5936.04947,8927.47186,39623.74024,9.69082,39633.43106,2024-03-31
109,CMAC AREQUIPA,Lima,Lima,Ate,84,3290.188,334.08045,3624.26845,7219.89523,63.34011,7283.23534,10907.503789999999,36904.173259999996,230.46822,37134.64148,2024-03-31
110,CMAC AREQUIPA,Lima,Lima,Ate,172,1079.96924,18.66548,1098.63472,1945.0680300000001,199.84134,2144.9093700000003,3243.54409,29643.831850000002,0.0,29643.831850000002,2024-03-31
111,CMAC AREQUIPA,Lima,Lima,Ate,228,876.00314,5.377479999999999,881.38062,2839.4576,44.68419,2884.14179,3765.52241,7343.80942,0.0,7343.80942,2024-03-31
112,CMAC AREQUIPA,Lima,Lima,Carabayllo,35,5042.39189,993.68013,6036.07202,15262.23994,512.26925,15774.509189999999,21810.58121,45338.26275,90.74128,45429.004030000004,2024-03-31
113,CMAC AREQUIPA,Lima,Lima,Comas,76,2981.38268,202.74654,3184.1292200000003,11970.05131,229.64916,12199.70047,15383.829689999999,36164.51049,0.0,36164.51049,2024-03-31
114,CMAC AREQUIPA,Lima,Lima,Lima,18,38005.58891,7605.95751,45611.54642,117601.88007,5319.53161,122921.41168,168532.9581,68401.48175,1446.19228,69847.67403,2024-03-31
115,CMAC AREQUIPA,Lima,Lima,Los Olivos,21,9515.78085,1008.92286,10524.703710000002,26120.34003,929.24446,27049.584489999997,37574.2882,73766.49177,198.40085000000002,73964.89262,2024-03-31
116,CMAC AREQUIPA,Lima,Lima,Los Olivos,88,5277.64179,603.87235,5881.514139999999,25937.45427,1972.5974099999999,27910.05168,33791.56582,58434.54689,0.0,58434.54689,2024-03-31
117,CMAC AREQUIPA,Lima,Lima,Los Olivos,193,2660.70629,97.99587,2758.7021600000003,8373.842129999999,358.05715000000004,8731.89928,11490.60144,30419.76205,0.0,30419.76205,2024-03-31
118,CMAC AREQUIPA,Lima,Lima,Los Olivos,213,1568.80939,612.76172,2181.57111,10204.95754,517.10825,10722.065789999999,12903.6369,12960.76383,0.0,12960.76383,2024-03-31
119,CMAC AREQUIPA,Lima,Lima,Lurigancho,52,6007.11443,1160.7307700000001,7167.8452,15020.734199999999,641.11392,15661.848119999999,22829.69332,50762.264630000005,13.84405,50776.10868,2024-03-31
120,CMAC AREQUIPA,Lima,Lima,Lurin,142,2295.82937,585.18421,2881.0135800000003,11677.49434,1413.88185,13091.376189999999,15972.38977,47564.034100000004,0.0,47564.034100000004,2024-03-31
121,CMAC AREQUIPA,Lima,Lima,Magdalena del Mar,204,9462.065289999999,1795.75151,11257.8168,43978.13182,4289.817639999999,48267.94946,59525.76626,28259.85869,274.0482,28533.906890000002,2024-03-31
122,CMAC AREQUIPA,Lima,Lima,Miraflores,229,13791.17338,2408.29067,16199.46405,142028.16309000002,21159.09941,163187.2625,179386.72655000002,4819.68973,0.0,4819.68973,2024-03-31
123,CMAC AREQUIPA,Lima,Lima,Puente Piedra,197,2083.09798,87.63133,2170.72931,2324.80985,12.181059999999999,2336.99091,4507.72022,30387.19414,0.0,30387.19414,2024-03-31
124,CMAC AREQUIPA,Lima,Lima,San Borja,233,9206.56299,498.04101,9704.604,30556.897780000003,10183.255449999999,40740.153229999996,50444.757229999996,2080.72914,0.0,2080.72914,2024-03-31
125,CMAC AREQUIPA,Lima,Lima,San Juan de Lurigancho,27,9571.8876,296.51667,9868.404269999999,12959.39741,380.80291,13340.20032,23208.60459,56359.507869999994,0.0,56359.507869999994,2024-03-31
126,CMAC AREQUIPA,Lima,Lima,San Juan de Lurigancho,92,4976.32921,778.53935,5754.86856,19193.62789,663.673,19857.300890000002,25612.169449999998,52274.394140000004,0.0,52274.394140000004,2024-03-31
127,CMAC AREQUIPA,Lima,Lima,San Juan de Lurigancho,123,2098.34214,54.25128,2152.59342,4087.13759,61.27264,4148.41023,6301.003650000001,35559.975920000004,0.0,35559.975920000004,2024-03-31
128,CMAC AREQUIPA,Lima,Lima,San Juan de Lurigancho,210,1406.51994,23.137529999999998,1429.6574699999999,6319.41464,181.51852,6500.9331600000005,7930.59063,20786.43326,0.0,20786.43326,2024-03-31
129,CMAC AREQUIPA,Lima,Lima,San Juan de Miraflores,22,10050.39315,863.4585400000001,10913.85169,38431.572439999996,1225.92996,39657.5024,50571.35409,73352.91345000001,42.8611,73395.77455,2024-03-31
130,CMAC AREQUIPA,Lima,Lima,San Juan de Miraflores,224,825.41557,34.96017,860.37574,1402.9676200000001,10.96773,1413.9353500000002,2274.3110899999997,20470.96903,0.0,20470.96903,2024-03-31
131,CMAC AREQUIPA,Lima,Lima,San Martin de Porres,115,2924.74067,237.66353,3162.4042000000004,19288.29859,1449.9650900000001,20738.26368,23900.667879999997,39330.67109,6.16917,39336.84026,2024-03-31
132,CMAC AREQUIPA,Lima,Lima,Santa Anita,125,10002.96701,1372.01086,11374.977869999999,45613.99997999999,2450.69253,48064.69251,59439.67038,37994.09658,808.29584,38802.392420000004,2024-03-31
133,CMAC AREQUIPA,Lima,Lima,Villa El Salvador,119,6165.7828,204.65658,6370.43938,10518.67822,98.18813,10616.86635,16987.30573,64233.322700000004,0.0,64233.322700000004,2024-03-31
134,CMAC AREQUIPA,Lima,Lima,Villa El Salvador,211,1611.6803400000001,7.3927700000000005,1619.07311,1297.47624,0.0,1297.47624,2916.5493500000002,18567.69291,0.0,18567.69291,2024-03-31
135,CMAC AREQUIPA,Lima,Lima,Villa El Salvador,216,917.9425200000001,27.93921,945.88173,1599.76531,0.0,1599.76531,2545.64704,14302.022060000001,0.0,14302.022060000001,2024-03-31
136,CMAC AREQUIPA,Lima,Lima,Villa Maria del Triunfo,194,1679.6429699999999,33.15338,1712.79635,5490.65143,64.27902,5554.93045,7267.7267999999995,31694.84202,0.40392,31695.24594,2024-03-31
