nOrdenItem,cEntidad,cDepartamento,cProvincia,cDistrito,cCodOficina,nDepositosAhorroMN,nDepositosAhorroME,nDepositosAhorroTotal,nDepositosPlazoMN,nDepositosPlazoME,nDepositosPlazoTotal,nTotalDepósitos,nCreditosDirectosMN,nCreditosDirectosME,nCreditosDirectosTotal,dFecha
288,CMAC HUANCAYO,Junin,Huancayo,El Tambo,40,15266.287839999999,677.47416,15943.762,51027.18886,416.83974,51444.028600000005,67387.7906,70539.12557999999,284.772,70823.89758,2024-04-30
289,CMAC HUANCAYO,Junin,Huancayo,El Tambo,76,10255.03961,297.66805,10552.70766,46780.36335,300.49599,47080.85934,57633.567,67637.50312000001,0.0,67637.50312000001,2024-04-30
290,CMAC HUANCAYO,Junin,Huancayo,El Tambo,118,8242.94155,332.18894,8575.13049,28677.504530000002,277.99415999999997,28955.49869,37530.629179999996,74165.49204000001,0.0,74165.49204000001,2024-04-30
291,CMAC HUANCAYO,Junin,Huancayo,Huancayo,1,69425.89284999999,655.70581,70081.59866,6098.60804,0.0,6098.60804,76180.20670000001,0.0,0.0,0.0,2024-04-30
292,CMAC HUANCAYO,Junin,Huancayo,Huancayo,2,104364.19393000001,7658.54025,112022.73418000001,370543.67607,6141.906650000001,376685.58272,488708.3169,212564.43362,598.46555,213162.89917,2024-04-30
293,CMAC HUANCAYO,Junin,Huancayo,Huancayo,8,24699.72415,574.9926999999999,25274.71685,49975.63419,487.43475,50463.06894,75737.78579000001,89456.63521,0.0,89456.63521,2024-04-30
294,CMAC HUANCAYO,Junin,Huancayo,Huancayo,35,30632.4342,2023.71982,32656.154019999998,111926.07002,1246.2219599999999,113172.29198000001,145828.446,82684.86395999999,0.0,82684.86395999999,2024-04-30
295,CMAC HUANCAYO,Junin,Huancayo,Huancayo,64,14274.33358,179.77551,14454.10909,20839.82444,151.13105,20990.955489999997,35445.06458,68857.81585,0.0,68857.81585,2024-04-30
296,CMAC HUANCAYO,Junin,Huancayo,Huancayo,78,17469.56764,823.0541,18292.62174,58398.21741,780.43906,59178.65647,77471.27820999999,73835.96174,0.0,73835.96174,2024-04-30
297,CMAC HUANCAYO,Junin,Huancayo,Huancayo,113,10924.72992,296.57498,11221.304900000001,21076.187899999997,124.90553,21201.09343,32422.39833,49389.70112,0.0,49389.70112,2024-04-30
298,CMAC HUANCAYO,Junin,Huancayo,Huancayo,120,7438.6128499999995,163.19493,7601.80778,37534.980240000004,54.75188,37589.73212,45191.539899999996,51376.064869999995,0.0,51376.064869999995,2024-04-30
299,CMAC HUANCAYO,Junin,Huancayo,Pilcomayo,95,11340.43772,358.30294,11698.74066,15505.68501,48.18642,15553.87143,27252.61209,44555.91571,0.0,44555.91571,2024-04-30
300,CMAC HUANCAYO,Junin,Huancayo,San Jeronimo de Tunan,103,7517.80483,457.42679,7975.2316200000005,19890.95943,15.96762,19906.927050000002,27882.15867,39289.270899999996,0.0,39289.270899999996,2024-04-30
301,CMAC HUANCAYO,Junin,Huancayo,Huayucachi,111,5234.62631,109.961,5344.58731,14513.55689,181.16164,14694.71853,20039.30584,29842.90961,0.0,29842.90961,2024-04-30
302,CMAC HUANCAYO,Junin,Huancayo,Sapallanga,225,2535.42696,1.3489200000000001,2536.7758799999997,2842.33807,0.0,2842.33807,5379.11395,22449.95181,0.0,22449.95181,2024-04-30
303,CMAC HUANCAYO,Junin,Jauja,Jauja,9,16867.57398,742.31903,17609.893010000003,61469.60132,481.87795,61951.47927,79561.37228,58951.13576,0.0,58951.13576,2024-04-30
304,CMAC HUANCAYO,Junin,Jauja,Jauja,190,8617.61907,50.18623,8667.8053,14251.520400000001,55.61665,14307.137050000001,22974.94235,41051.78222,0.0,41051.78222,2024-04-30
305,CMAC HUANCAYO,Junin,Junin,Junin,67,6099.3618,284.47711,6383.83891,13734.48569,114.98692,13849.472609999999,20233.31152,27033.10413,0.0,27033.10413,2024-04-30
306,CMAC HUANCAYO,Junin,Junin,Carhuamayo,77,2428.5740699999997,123.30455,2551.87862,7083.23752,112.80366000000001,7196.041179999999,9747.919800000001,21334.59184,0.0,21334.59184,2024-04-30
307,CMAC HUANCAYO,Junin,Satipo,Pangoa,52,10904.01091,74.29484,10978.30575,6083.57856,0.5672999999999999,6084.1458600000005,17062.45161,46879.424549999996,0.0,46879.424549999996,2024-04-30
308,CMAC HUANCAYO,Junin,Satipo,Satipo,10,19793.81654,210.51036,20004.3269,21894.82861,39.60538,21934.433989999998,41938.76089,62032.264200000005,0.0,62032.264200000005,2024-04-30
309,CMAC HUANCAYO,Junin,Satipo,Mazamari,71,9658.22474,104.13104,9762.35578,4213.80955,26.229,4240.03855,14002.39433,40737.84641,0.0,40737.84641,2024-04-30
310,CMAC HUANCAYO,Junin,Tarma,Tarma,3,15187.48459,570.06547,15757.550060000001,51748.07094,267.11276000000004,52015.1837,67772.73376,68015.52444,0.0,68015.52444,2024-04-30
311,CMAC HUANCAYO,Junin,Tarma,Tarma,153,4493.59267,229.98977,4723.58244,13013.452009999999,477.14203999999995,13490.594050000002,18214.176489999998,34196.42285,0.0,34196.42285,2024-04-30
312,CMAC HUANCAYO,Junin,Yauli,Santa Rosa de Sacco,5,5814.67595,208.19651000000002,6022.87246,42123.68809,460.58664,42584.27473,48607.147189999996,32164.88028,156.69583,32321.576109999998,2024-04-30
313,CMAC HUANCAYO,La Libertad,Chepen,Chepen,226,326.58973,7.000000000000001e-05,326.58979999999997,138.803,0.0,138.803,465.39279999999997,2138.0405499999997,0.0,2138.0405499999997,2024-04-30
314,CMAC HUANCAYO,La Libertad,Sanchez Carrion,Huamachuco,156,2269.27411,10.67206,2279.9461699999997,4470.53769,0.00495,4470.54264,6750.48881,58946.42272,0.0,58946.42272,2024-04-30
315,CMAC HUANCAYO,La Libertad,Trujillo,El Porvenir,173,1574.18279,46.279720000000005,1620.46251,2389.10016,3.39939,2392.49955,4012.96206,33020.54191,0.0,33020.54191,2024-04-30
316,CMAC HUANCAYO,La Libertad,Trujillo,La Esperanza,149,1365.98523,66.89335000000001,1432.87858,9367.43101,54.42802,9421.85903,10854.73761,29528.07113,0.0,29528.07113,2024-04-30
317,CMAC HUANCAYO,La Libertad,Trujillo,Trujillo,125,2886.5134500000004,58.98486,2945.49831,12042.86419,0.0,12042.86419,14988.3625,43886.23871,0.0,43886.23871,2024-04-30
318,CMAC HUANCAYO,La Libertad,Trujillo,Trujillo,222,433.88165999999995,6.72957,440.61123,2274.83822,0.0,2274.83822,2715.44945,7694.14229,0.0,7694.14229,2024-04-30
319,CMAC HUANCAYO,La Libertad,Trujillo,Huanchaco,234,247.63249,0.06554,247.69803,193.10345,0.0,193.10345,440.80147999999997,6329.859,0.0,6329.859,2024-04-30
320,CMAC HUANCAYO,La Libertad,Viru,Viru,228,510.72661,0.19038999999999998,510.917,197.26611,0.0,197.26611,708.1831099999999,4510.32415,0.0,4510.32415,2024-04-30
321,CMAC HUANCAYO,Lambayeque,Chiclayo,Chiclayo,128,4001.43921,92.7176,4094.15681,11555.03934,132.86731,11687.90665,15782.063460000001,64444.7599,0.0,64444.7599,2024-04-30
322,CMAC HUANCAYO,Lambayeque,Chiclayo,Chiclayo,200,732.98209,0.8576900000000001,733.83978,4698.447450000001,137.70225,4836.1497,5569.98948,10418.16809,0.0,10418.16809,2024-04-30
323,CMAC HUANCAYO,Lambayeque,Chiclayo,Jose Leonardo Ortiz,181,1456.97516,0.03811,1457.01327,1802.9713700000002,34.27801,1837.24938,3294.26265,31793.77105,0.0,31793.77105,2024-04-30
324,CMAC HUANCAYO,Lambayeque,Lambayeque,Lambayeque,223,369.23226,0.0,369.23226,775.49015,0.0,775.49015,1144.7224099999999,6159.54231,0.0,6159.54231,2024-04-30
325,CMAC HUANCAYO,Lambayeque,Lambayeque,Olmos,230,133.2187,0.00967,133.22836999999998,73.37695,0.0,73.37695,206.60532,1877.55446,0.0,1877.55446,2024-04-30
326,CMAC HUANCAYO,Lima,Barranca,Barranca,47,4296.16001,112.56655,4408.726559999999,13725.03443,10.534690000000001,13735.569119999998,18144.29568,44022.3602,0.0,44022.3602,2024-04-30
327,CMAC HUANCAYO,Lima,Barranca,Paramonga,107,2382.18081,50.68005,2432.86086,7241.15045,10.84607,7251.99652,9684.857380000001,26673.88032,0.0,26673.88032,2024-04-30
328,CMAC HUANCAYO,Lima,Cañete,Chilca,229,365.88556,3.16584,369.0514,725.42847,0.0,725.42847,1094.4798700000001,1956.1957,0.0,1956.1957,2024-04-30
329,CMAC HUANCAYO,Lima,Cañete,Imperial,160,1848.91856,28.03768,1876.95624,6576.473559999999,0.0,6576.473559999999,8453.4298,32033.538510000002,0.0,32033.538510000002,2024-04-30
330,CMAC HUANCAYO,Lima,Cañete,Mala,201,914.9854399999999,7.197649999999999,922.18309,5138.89229,0.0,5138.89229,6061.07538,10947.590279999999,0.0,10947.590279999999,2024-04-30
331,CMAC HUANCAYO,Lima,Cañete,San Vicente de Cañete,43,4103.81764,37.10515,4140.92279,11373.06419,48.335480000000004,11421.39967,15562.322460000001,33739.4751,5.155270000000001,33744.63037,2024-04-30
332,CMAC HUANCAYO,Lima,Huaral,Huaral,46,5299.2015599999995,289.71396000000004,5588.91552,23625.30116,28.41751,23653.718670000002,29242.63419,50124.378880000004,0.0,50124.378880000004,2024-04-30
333,CMAC HUANCAYO,Lima,Huaral,Chancay,168,2786.54119,42.08361,2828.6247999999996,9472.607179999999,0.00124,9472.60842,12301.23322,30638.45148,0.0,30638.45148,2024-04-30
334,CMAC HUANCAYO,Lima,Huaura,Huacho,41,7236.88684,232.75866,7469.6455,28269.771210000003,90.82030999999999,28360.591519999998,35830.23702,57361.9035,0.0,57361.9035,2024-04-30
335,CMAC HUANCAYO,Lima,Huaura,Huaura,158,2793.03225,98.22022,2891.2524700000004,5660.935509999999,0.0,5660.935509999999,8552.18798,32670.148289999997,0.0,32670.148289999997,2024-04-30
336,CMAC HUANCAYO,Lima,Lima,Ate,15,13553.79602,590.11496,14143.91098,84772.27384000001,796.80551,85569.07935,99712.99033,55519.38134000001,35.43658,55554.81792,2024-04-30
337,CMAC HUANCAYO,Lima,Lima,Ate,22,13078.22334,860.5029300000001,13938.72627,57940.69807,295.61181,58236.30988,72175.03615,59843.31999,0.0,59843.31999,2024-04-30
338,CMAC HUANCAYO,Lima,Lima,Ate,58,5400.77905,144.72776000000002,5545.50681,23554.29663,133.82279,23688.119420000003,29233.62623,50375.83146,0.0,50375.83146,2024-04-30
339,CMAC HUANCAYO,Lima,Lima,Ate,101,7862.10191,574.05734,8436.15925,37269.575549999994,139.94539,37409.520939999995,45845.68019,33937.32921,0.0,33937.32921,2024-04-30
340,CMAC HUANCAYO,Lima,Lima,Ate,164,3903.09588,477.06354,4380.15942,23708.038109999998,76.40185000000001,23784.43996,28164.59938,47868.52947,0.0,47868.52947,2024-04-30
341,CMAC HUANCAYO,Lima,Lima,Ate,163,4752.50088,242.07148999999998,4994.57237,29690.77635,81.31102,29772.08737,34766.65974,41451.32843,0.0,41451.32843,2024-04-30
342,CMAC HUANCAYO,Lima,Lima,Ate,224,571.09452,11.650129999999999,582.74465,2081.47468,44.964,2126.43868,2709.1833300000003,3010.81948,0.0,3010.81948,2024-04-30
343,CMAC HUANCAYO,Lima,Lima,Carabayllo,62,5790.728480000001,163.19369,5953.92217,24384.31264,49.587050000000005,24433.899690000002,30387.82186,54088.68544,0.0,54088.68544,2024-04-30
344,CMAC HUANCAYO,Lima,Lima,Carabayllo,170,2574.60173,166.34203,2740.9437599999997,20859.724260000003,97.86417999999999,20957.58844,23698.532199999998,33414.98699,0.0,33414.98699,2024-04-30
345,CMAC HUANCAYO,Lima,Lima,Carabayllo,186,2213.11629,8.67828,2221.79457,3923.24178,0.0,3923.24178,6145.036349999999,22083.46669,0.0,22083.46669,2024-04-30
346,CMAC HUANCAYO,Lima,Lima,Comas,42,6340.16473,560.97618,6901.14091,49524.996549999996,709.2170600000001,50234.21361,57135.35452,40089.26598,0.0,40089.26598,2024-04-30
347,CMAC HUANCAYO,Lima,Lima,Comas,211,838.94944,5.73838,844.68782,3503.73481,13.75149,3517.4863,4362.17412,10033.92007,0.0,10033.92007,2024-04-30
348,CMAC HUANCAYO,Lima,Lima,Comas,171,1987.44935,95.8154,2083.26475,17127.392809999998,39.92275,17167.31556,19250.580309999998,24855.85525,0.0,24855.85525,2024-04-30
349,CMAC HUANCAYO,Lima,Lima,Comas,221,1074.42551,21.505119999999998,1095.9306299999998,2735.8644,18.735,2754.5994,3850.53003,12359.714689999999,0.0,12359.714689999999,2024-04-30
350,CMAC HUANCAYO,Lima,Lima,Jesus Maria,214,2039.8002,153.02283,2192.82303,21661.862579999997,47.382760000000005,21709.24534,23902.06837,13537.81967,0.0,13537.81967,2024-04-30
351,CMAC HUANCAYO,Lima,Lima,La Molina,219,1703.47228,28.8178,1732.29008,21206.772820000002,35.211800000000004,21241.98462,22974.274699999998,11656.61869,0.0,11656.61869,2024-04-30
352,CMAC HUANCAYO,Lima,Lima,Lima,51,9666.222109999999,595.2961899999999,10261.518300000002,73312.81376,494.8902,73807.70396,84069.22226000001,37174.30237,3607.46693,40781.7693,2024-04-30
353,CMAC HUANCAYO,Lima,Lima,Lima,140,5097.840230000001,403.24161,5501.08184,62542.61529,219.39865,62762.01394,68263.09578,29021.89653,0.0,29021.89653,2024-04-30
354,CMAC HUANCAYO,Lima,Lima,Lince,180,4844.84194,655.1954000000001,5500.03734,61664.64777,256.43599,61921.08376,67421.12109999999,15541.163279999999,0.0,15541.163279999999,2024-04-30
355,CMAC HUANCAYO,Lima,Lima,Los Olivos,39,10381.76393,1483.75317,11865.5171,108119.37279000001,729.13963,108848.51242,120714.02952,47347.28214,2198.6822700000002,49545.96440999999,2024-04-30
356,CMAC HUANCAYO,Lima,Lima,Los Olivos,152,3539.33602,431.51273,3970.84875,32449.992140000002,674.42006,33124.4122,37095.26095,23769.4716,0.0,23769.4716,2024-04-30
357,CMAC HUANCAYO,Lima,Lima,Los Olivos,208,1227.8556999999998,40.68526,1268.54096,8178.04997,5.62282,8183.67279,9452.21375,13300.654289999999,0.0,13300.654289999999,2024-04-30
358,CMAC HUANCAYO,Lima,Lima,Lurigancho,37,8421.55481,468.66861,8890.22342,61483.86094,528.5211700000001,62012.38211,70902.60553,49816.345420000005,6.15197,49822.497390000004,2024-04-30
359,CMAC HUANCAYO,Lima,Lima,Lurigancho,92,5066.00502,225.2527,5291.25772,21062.66968,237.84501999999998,21300.5147,26591.77242,27600.00236,0.0,27600.00236,2024-04-30
360,CMAC HUANCAYO,Lima,Lima,Lurin,182,1712.45965,61.14568,1773.60533,9013.15755,28.1025,9041.26005,10814.865380000001,14510.22248,0.0,14510.22248,2024-04-30
361,CMAC HUANCAYO,Lima,Lima,Magdalena del Mar,146,5332.353700000001,648.15302,5980.506719999999,73711.25912,840.74601,74552.00512999999,80532.51185,24930.4798,0.0,24930.4798,2024-04-30
362,CMAC HUANCAYO,Lima,Lima,Miraflores,38,14867.58017,2703.81864,17571.39881,335753.49216,2841.88315,338595.37531,356166.77412,35331.97917,1766.16067,37098.13984,2024-04-30
363,CMAC HUANCAYO,Lima,Lima,Puente Piedra,135,3365.52756,172.83345,3538.3610099999996,23639.991850000002,49.76473,23689.756579999997,27228.11759,25252.0256,0.0,25252.0256,2024-04-30
364,CMAC HUANCAYO,Lima,Lima,Puente Piedra,192,1346.6265700000001,22.16605,1368.7926200000002,2463.37309,0.0,2463.37309,3832.1657099999998,10848.14819,0.0,10848.14819,2024-04-30
365,CMAC HUANCAYO,Lima,Lima,Puente Piedra,207,560.20321,60.499739999999996,620.70295,2554.40294,0.0,2554.40294,3175.1058900000003,7458.74568,0.0,7458.74568,2024-04-30
366,CMAC HUANCAYO,Lima,Lima,San Borja,147,7838.05988,670.62701,8508.68689,144471.83134,1983.8445,146455.67584,154964.36273,34012.253119999994,0.0,34012.253119999994,2024-04-30
367,CMAC HUANCAYO,Lima,Lima,San Isidro,205,2052.06119,917.3894,2969.45059,18559.64987,29.60044,18589.25031,21558.7009,12711.47303,0.0,12711.47303,2024-04-30
368,CMAC HUANCAYO,Lima,Lima,San Juan de Lurigancho,23,11532.085,856.35448,12388.439480000001,89526.71208,696.66094,90223.37302,102611.8125,61595.50728,0.0,61595.50728,2024-04-30
369,CMAC HUANCAYO,Lima,Lima,San Juan de Lurigancho,34,8318.34589,370.64249,8688.98838,51311.623700000004,586.41453,51898.03823,60587.02661,70444.71856000001,0.0,70444.71856000001,2024-04-30
370,CMAC HUANCAYO,Lima,Lima,San Juan de Lurigancho,83,5000.59461,320.78745000000004,5321.38206,16389.07372,35.54243,16424.61615,21745.99821,45896.66535,0.0,45896.66535,2024-04-30
371,CMAC HUANCAYO,Lima,Lima,San Juan de Lurigancho,144,6850.65087,109.89516,6960.54603,20541.8278,347.26128000000006,20889.089079999998,27849.63511,40634.6545,0.0,40634.6545,2024-04-30
372,CMAC HUANCAYO,Lima,Lima,San Juan de Lurigancho,217,1286.31046,40.572669999999995,1326.88313,4805.27569,6.75033,4812.026019999999,6138.90915,28099.40219,0.0,28099.40219,2024-04-30
373,CMAC HUANCAYO,Lima,Lima,San Juan de Lurigancho,183,2579.63044,273.49582,2853.12626,26646.32064,75.35652,26721.67716,29574.80342,27437.58143,0.0,27437.58143,2024-04-30
374,CMAC HUANCAYO,Lima,Lima,San Juan de Miraflores,49,9802.125039999999,350.68949,10152.81453,87732.07343,489.08328,88221.15671,98373.97124,32926.70316,14.8835,32941.58666,2024-04-30
375,CMAC HUANCAYO,Lima,Lima,San Juan de Miraflores,178,2063.63217,60.17142,2123.80359,10880.81886,63.55362,10944.37248,13068.17607,21159.16808,0.0,21159.16808,2024-04-30
376,CMAC HUANCAYO,Lima,Lima,San Juan de Miraflores,197,1563.83534,3.75622,1567.59156,8802.52174,15.3627,8817.88444,10385.476,14556.488140000001,0.0,14556.488140000001,2024-04-30
377,CMAC HUANCAYO,Lima,Lima,San Martin de Porres,56,5854.27099,280.79841999999996,6135.06941,55016.40807,275.83349,55292.24156,61427.31097,35159.63637,0.0,35159.63637,2024-04-30
378,CMAC HUANCAYO,Lima,Lima,San Martin de Porres,116,4982.23163,340.05752,5322.2891500000005,32921.62798,259.6357,33181.26368,38503.55283,36162.01940999999,0.0,36162.01940999999,2024-04-30
379,CMAC HUANCAYO,Lima,Lima,San Martin de Porres,175,2269.10792,73.76404,2342.87196,11325.1079,66.64369,11391.75159,13734.62355,24287.29553,0.0,24287.29553,2024-04-30
380,CMAC HUANCAYO,Lima,Lima,San Martin de Porres,209,1536.6489199999999,262.6085,1799.25742,8304.02799,203.42407,8507.45206,10306.709480000001,9168.96948,0.0,9168.96948,2024-04-30
381,CMAC HUANCAYO,Lima,Lima,San Martin de Porres,231,738.56112,232.17767999999998,970.7388000000001,2754.31662,0.0,2754.31662,3725.05542,10550.694529999999,0.0,10550.694529999999,2024-04-30
382,CMAC HUANCAYO,Lima,Lima,Santa Anita,24,15855.982890000001,1556.84407,17412.826960000002,137827.45075,1342.1631499999999,139169.6139,156582.44086,53124.634509999996,93.40923,53218.04374,2024-04-30
383,CMAC HUANCAYO,Lima,Lima,Santiago de Surco,195,1910.49776,215.54224,2126.04,23239.47319,57.81396,23297.28715,25423.327149999997,10933.34634,0.0,10933.34634,2024-04-30
384,CMAC HUANCAYO,Lima,Lima,Villa El Salvador,50,7415.82874,229.26910999999998,7645.097849999999,50267.59717,318.08043,50585.6776,58230.77545,42409.59799,0.0,42409.59799,2024-04-30
385,CMAC HUANCAYO,Lima,Lima,Villa El Salvador,198,1239.36629,14.30249,1253.66878,5933.22203,0.0,5933.22203,7186.89081,15464.448,0.0,15464.448,2024-04-30
386,CMAC HUANCAYO,Lima,Lima,Villa El Salvador,165,2691.51734,36.78479,2728.30213,13543.10396,7.1353,13550.23926,16278.54139,22881.10754,0.0,22881.10754,2024-04-30
387,CMAC HUANCAYO,Lima,Lima,Villa Maria del Triunfo,131,2708.0170200000002,45.59526,2753.61228,17700.26264,120.71897,17820.98161,20574.59389,17578.930579999997,0.0,17578.930579999997,2024-04-30
388,CMAC HUANCAYO,Lima,Lima,Villa Maria del Triunfo,172,2172.02835,46.93414,2218.9624900000003,12195.67954,8.045300000000001,12203.724839999999,14422.68733,21419.99065,0.0,21419.99065,2024-04-30
389,CMAC HUANCAYO,Lima,Lima,Villa Maria del Triunfo,206,778.15192,27.65391,805.80583,2932.4864700000003,75.32703,3007.8135,3813.61933,9916.94468,0.0,9916.94468,2024-04-30
390,CMAC HUANCAYO,Lima,Lima,Independencia,187,1926.72628,18.31698,1945.04326,15030.514019999999,21.131240000000002,15051.64526,16996.68852,20468.57935,0.0,20468.57935,2024-04-30
391,CMAC HUANCAYO,Lima,Lima,Pachacamac,82,4921.00376,172.97812,5093.98188,20425.91417,22.79694,20448.71111,25542.69299,24689.243850000003,0.0,24689.243850000003,2024-04-30
392,CMAC HUANCAYO,Lima,Lima,Pachacamac,213,903.6287199999999,16.62859,920.2573100000001,2041.31672,4.147930000000001,2045.46465,2965.72196,13134.2903,0.0,13134.2903,2024-04-30
393,CMAC HUANCAYO,Lima,Lima,Pachacamac,216,663.9496899999999,32.46644,696.41613,2936.19931,0.0,2936.19931,3632.61544,6293.12591,0.0,6293.12591,2024-04-30
394,CMAC HUANCAYO,Lima,Lima,Chorrillos,99,6929.42012,290.73321000000004,7220.15333,60455.01265,661.99909,61117.01174,68337.16506999999,32741.38492,0.0,32741.38492,2024-04-30
395,CMAC HUANCAYO,Lima,Lima,Chorrillos,169,2557.1462,19.105919999999998,2576.25212,15484.29533,95.19002,15579.485349999999,18155.73747,17153.60567,0.0,17153.60567,2024-04-30
396,CMAC HUANCAYO,Lima,Lima,Rimac,145,2902.33634,138.0119,3040.3482400000003,18764.65741,31.78048,18796.43789,21836.78613,28885.482010000003,0.0,28885.482010000003,2024-04-30
397,CMAC HUANCAYO,Lima,Lima,El Agustino,177,3856.34534,133.04424,3989.38958,29705.9129,29.74998,29735.66288,33725.05246,23443.96769,0.0,23443.96769,2024-04-30
398,CMAC HUANCAYO,Lima,Lima,Surquillo,74,8407.782,484.07231,8891.85431,85404.17934999999,518.79276,85922.97211,94814.82642,36362.64336,1003.9845899999999,37366.62795,2024-04-30
399,CMAC HUANCAYO,Lima,Lima,Chaclacayo,141,3987.36271,227.16053,4214.52324,22959.67089,128.03847,23087.70936,27302.232600000003,31574.99263,0.0,31574.99263,2024-04-30
400,CMAC HUANCAYO,Lima,Lima,San Luis,155,4226.48523,534.10349,4760.58872,40476.75814,324.13221000000004,40800.89035,45561.47907,28565.42464,0.0,28565.42464,2024-04-30
401,CMAC HUANCAYO,Lima,Huarochiri,San Antonio,98,4231.86224,93.2487,4325.1109400000005,13201.524029999999,120.04582,13321.56985,17646.68079,22573.272109999998,0.0,22573.272109999998,2024-04-30
402,CMAC HUANCAYO,Lima,Huarochiri,San Antonio,210,1753.84975,1.72482,1755.57457,2100.95069,0.0,2100.95069,3856.52526,25148.384550000002,0.0,25148.384550000002,2024-04-30
403,CMAC HUANCAYO,Loreto,Alto Amazonas,Yurimaguas,203,570.0591800000001,0.69556,570.75474,723.0979699999999,0.0,723.0979699999999,1293.85271,9210.75656,0.0,9210.75656,2024-04-30
404,CMAC HUANCAYO,Loreto,Maynas,Iquitos,124,3124.67996,115.47003,3240.1499900000003,8972.26707,306.20484000000005,9278.47191,12518.6219,23167.4142,0.0,23167.4142,2024-04-30
405,CMAC HUANCAYO,Loreto,Maynas,Iquitos,148,1178.44442,7.70368,1186.1481,5958.4759699999995,15.79799,5974.2739599999995,7160.42206,17788.30198,0.0,17788.30198,2024-04-30
406,CMAC HUANCAYO,Madre de Dios,Tambopata,Inambari,232,623.4796,0.97572,624.4553199999999,346.0143,0.0,346.0143,970.46962,4296.44221,0.0,4296.44221,2024-04-30
407,CMAC HUANCAYO,Madre de Dios,Tambopata,Tambopata,126,4680.02038,119.20631,4799.22669,4771.69158,0.0,4771.69158,9570.91827,41865.85297,0.0,41865.85297,2024-04-30
408,CMAC HUANCAYO,Moquegua,Ilo,Ilo,122,1340.28367,36.65023,1376.9339,6597.73261,0.00037,6597.732980000001,7974.66688,39737.02039,0.0,39737.02039,2024-04-30
409,CMAC HUANCAYO,Moquegua,Mariscal Nieto,Moquegua,139,8027.35545,21.50373,8048.8591799999995,6833.97917,8.03241,6842.01158,14890.87076,20354.41491,0.0,20354.41491,2024-04-30
410,CMAC HUANCAYO,Pasco,Oxapampa,Oxapampa,16,11436.70526,166.51462,11603.21988,10430.90349,54.07168,10484.97517,22088.195050000002,46244.838670000005,0.0,46244.838670000005,2024-04-30
411,CMAC HUANCAYO,Pasco,Oxapampa,Pozuzo,30,850.5284499999999,43.996900000000004,894.52535,1283.69375,26.11985,1309.8136000000002,2204.3389500000003,3327.1492200000002,0.0,3327.1492200000002,2024-04-30
412,CMAC HUANCAYO,Pasco,Oxapampa,Puerto Bermudez,63,4200.40473,170.84011999999998,4371.24485,2529.38918,0.0,2529.38918,6900.63403,13320.65077,0.0,13320.65077,2024-04-30
413,CMAC HUANCAYO,Pasco,Oxapampa,Villa Rica,69,4940.61272,56.44518,4997.057900000001,5222.14492,19.01209,5241.15701,10238.21491,29020.277289999998,0.0,29020.277289999998,2024-04-30
414,CMAC HUANCAYO,Pasco,Oxapampa,Constitucion,136,4997.28717,120.41026,5117.697429999999,1001.04112,0.0,1001.04112,6118.73855,26222.04848,0.0,26222.04848,2024-04-30
415,CMAC HUANCAYO,Pasco,Pasco,Chaupimarca,6,13044.583939999999,408.27378999999996,13452.85773,70961.30691,481.31815,71442.62506,84895.48279000001,82436.44526000001,0.0,82436.44526000001,2024-04-30
416,CMAC HUANCAYO,Pasco,Pasco,Yanacancha,66,8383.01764,295.50213,8678.519769999999,46389.46329,122.2594,46511.722689999995,55190.24246,55816.38415,0.0,55816.38415,2024-04-30
417,CMAC HUANCAYO,Pasco,Pasco,Paucartambo,196,1898.77738,377.45539,2276.23277,1965.9596000000001,1.90157,1967.86117,4244.093940000001,12580.443070000001,0.0,12580.443070000001,2024-04-30
418,CMAC HUANCAYO,Piura,Morropon,Chulucanas,157,1466.89895,11.6906,1478.5895500000001,3484.61929,0.0,3484.61929,4963.20884,21165.50765,0.0,21165.50765,2024-04-30
419,CMAC HUANCAYO,Piura,Paita,Paita,202,421.17015000000004,0.83393,422.00408000000004,4062.12234,0.0,4062.12234,4484.12642,9314.32928,0.0,9314.32928,2024-04-30
420,CMAC HUANCAYO,Piura,Piura,Castilla,121,2226.43973,80.87952,2307.31925,5428.06274,0.0,5428.06274,7735.38199,41462.92,0.0,41462.92,2024-04-30
421,CMAC HUANCAYO,Piura,Piura,La Union,162,1081.58744,17.97155,1099.55899,889.63768,0.0,889.63768,1989.1966699999998,25668.01029,0.0,25668.01029,2024-04-30
422,CMAC HUANCAYO,Piura,Piura,Las Lomas,179,738.72501,0.97546,739.70047,518.42635,0.0,518.42635,1258.12682,19245.61163,0.0,19245.61163,2024-04-30
423,CMAC HUANCAYO,Piura,Piura,Piura,117,2887.2438700000002,65.61936999999999,2952.86324,10361.94617,2.62758,10364.57375,13317.43699,58195.74831,21.25156,58216.99987,2024-04-30
424,CMAC HUANCAYO,Piura,Sullana,Sullana,114,2501.03737,17.15984,2518.19721,6034.6677,46.6479,6081.3156,8599.51281,58464.57164,0.0,58464.57164,2024-04-30
425,CMAC HUANCAYO,Puno,Chucuito,Desaguadero,151,1187.71373,63.677339999999994,1251.3910700000001,907.2812299999999,0.0,907.2812299999999,2158.6722999999997,20671.43591,0.0,20671.43591,2024-04-30
426,CMAC HUANCAYO,Puno,Puno,Puno,133,1774.85224,27.673689999999997,1802.52593,5289.2177,44.5893,5333.807,7136.33293,33551.336670000004,0.0,33551.336670000004,2024-04-30
